ts,cmd,source,left_x,left_y,right_x,right_y,left_vis,right_vis
1770090412.932775,stop,cv,,,,,,
1770090412.969235,stop,cv,,,,,,
1770090413.002570,stop,cv,,,,,,
1770090413.035913,stop,cv,,,,,,
1770090413.069251,stop,cv,,,,,,
1770090413.100796,stop,cv,,,,,,
1770090413.134213,stop,cv,,,,,,
1770090413.167959,stop,cv,,,,,,
1770090413.202569,stop,cv,,,,,,
1770090413.235904,stop,cv,,,,,,
1770090413.269234,stop,cv,,,,,,
1770090413.302565,stop,cv,,,,,,
1770090413.334498,stop,cv,,,,,,
1770090413.369239,stop,cv,,,,,,
1770090413.402576,stop,cv,,,,,,
1770090413.434614,stop,cv,,,,,,
1770090413.469241,stop,cv,,,,,,
1770090413.500324,stop,cv,,,,,,
1770090413.535336,stop,cv,,,,,,
1770090413.569241,stop,cv,,,,,,
1770090413.601284,stop,cv,,,,,,
1770090413.635774,stop,cv,,,,,,
1770090413.668180,stop,cv,,,,,,
1770090413.702572,stop,cv,,,,,,
1770090413.735906,stop,cv,,,,,,
1770090413.767935,stop,cv,,,,,,
1770090413.802602,stop,cv,,,,,,
1770090413.835902,stop,cv,,,,,,
1770090413.869236,stop,cv,,,,,,
1770090413.900275,stop,cv,,,,,,
1770090413.934281,stop,cv,,,,,,
1770090413.967457,stop,cv,,,,,,
1770090414.000198,stop,cv,,,,,,
1770090414.035900,stop,cv,,,,,,
1770090414.069242,stop,cv,,,,,,
1770090414.102289,stop,cv,,,,,,
1770090414.133611,stop,cv,,,,,,
1770090414.167943,stop,cv,,,,,,
1770090414.202565,stop,cv,,,,,,
1770090414.234441,stop,cv,,,,,,
1770090414.265414,stop,cv,,,,,,
1770090414.302567,stop,cv,,,,,,
1770090414.333845,stop,cv,,,,,,
1770090414.366694,stop,cv,,,,,,
1770090414.402568,stop,cv,,,,,,
1770090414.435902,stop,cv,,,,,,
1770090414.467925,stop,cv,,,,,,
1770090414.502573,stop,cv,,,,,,
1770090414.535806,stop,cv,,,,,,
1770090414.569242,stop,cv,,,,,,
1770090414.602577,stop,cv,,,,,,
1770090414.635913,stop,cv,,,,,,
1770090414.669241,stop,cv,,,,,,
1770090414.697620,stop,cv,,,,,,
1770090414.731695,stop,cv,,,,,,
1770090414.769232,stop,cv,,,,,,
1770090414.801184,stop,cv,,,,,,
1770090414.835901,stop,cv,,,,,,
1770090414.869238,stop,cv,,,,,,
1770090414.900381,stop,cv,,,,,,
1770090414.931659,stop,cv,,,,,,
1770090414.965111,stop,cv,,,,,,
1770090415.001640,stop,cv,,,,,,
1770090415.035898,stop,cv,,,,,,
1770090415.069235,stop,cv,,,,,,
1770090415.102571,stop,cv,,,,,,
1770090415.132894,stop,cv,,,,,,
1770090415.165658,stop,cv,,,,,,
1770090415.201513,stop,cv,,,,,,
1770090415.235902,stop,cv,,,,,,
1770090415.265149,stop,cv,,,,,,
1770090415.302333,stop,cv,,,,,,
1770090415.335907,stop,cv,,,,,,
1770090415.369233,stop,cv,,,,,,
1770090415.401177,stop,cv,,,,,,
1770090415.434461,stop,cv,,,,,,
1770090415.466936,stop,cv,,,,,,
1770090415.498538,stop,cv,,,,,,
1770090415.535899,stop,cv,,,,,,
1770090415.564845,stop,cv,,,,,,
1770090415.598089,stop,cv,,,,,,
1770090415.635901,stop,cv,,,,,,
1770090415.669193,stop,cv,,,,,,
1770090415.701233,stop,cv,,,,,,
1770090415.735907,stop,cv,,,,,,
1770090415.769240,stop,cv,,,,,,
1770090415.802570,stop,cv,,,,,,
1770090415.835897,stop,cv,,,,,,
1770090415.869233,stop,cv,,,,,,
1770090415.900918,stop,cv,,,,,,
1770090415.935907,stop,cv,,,,,,
1770090415.969156,stop,cv,,,,,,
1770090416.002569,stop,cv,,,,,,
1770090416.035902,stop,cv,,,,,,
1770090416.068288,stop,cv,,,,,,
1770090416.102378,stop,cv,,,,,,
1770090416.135558,stop,cv,,,,,,
1770090416.168499,stop,cv,,,,,,
1770090416.202568,stop,cv,,,,,,
1770090416.235900,stop,cv,,,,,,
1770090416.265029,stop,cv,,,,,,
1770090416.299079,stop,cv,,,,,,
1770090416.335902,stop,cv,,,,,,
1770090416.367722,stop,cv,,,,,,
1770090416.402570,stop,cv,,,,,,
1770090416.435905,stop,cv,,,,,,
1770090416.469231,stop,cv,,,,,,
1770090416.502561,stop,cv,,,,,,
1770090416.531767,stop,cv,,,,,,
1770090416.568926,stop,cv,,,,,,
1770090416.600672,stop,cv,,,,,,
1770090416.635848,stop,cv,,,,,,
1770090416.667053,stop,cv,,,,,,
1770090416.702577,stop,cv,,,,,,
1770090416.733181,stop,cv,,,,,,
1770090416.767931,stop,cv,,,,,,
1770090416.802575,stop,cv,,,,,,
1770090416.835899,stop,cv,,,,,,
1770090416.867024,stop,cv,,,,,,
1770090416.902567,stop,cv,,,,,,
1770090416.934340,stop,cv,,,,,,
1770090416.965407,stop,cv,,,,,,
1770090417.002576,stop,cv,,,,,,
1770090417.035905,stop,cv,,,,,,
1770090417.069237,stop,cv,,,,,,
1770090417.102567,stop,cv,,,,,,
1770090417.134198,stop,cv,,,,,,
1770090417.169241,stop,cv,,,,,,
1770090417.202013,stop,cv,,,,,,
1770090417.234999,stop,cv,,,,,,
1770090417.267540,stop,cv,,,,,,
1770090417.301765,stop,cv,,,,,,
1770090417.335722,stop,cv,,,,,,
1770090417.369237,stop,cv,,,,,,
1770090417.400664,stop,cv,,,,,,
1770090417.435902,stop,cv,,,,,,
1770090417.465055,stop,cv,,,,,,
1770090417.501947,stop,cv,,,,,,
1770090417.535180,stop,cv,,,,,,
1770090417.569234,stop,cv,,,,,,
1770090417.601359,stop,cv,,,,,,
1770090417.633377,stop,cv,,,,,,
1770090417.665452,stop,cv,,,,,,
1770090417.699829,stop,cv,,,,,,
1770090417.735602,stop,cv,,,,,,
1770090417.766231,stop,cv,,,,,,
1770090417.800811,stop,cv,,,,,,
1770090417.835902,stop,cv,,,,,,
1770090417.867270,stop,cv,,,,,,
1770090417.902079,stop,cv,,,,,,
1770090417.935905,stop,cv,,,,,,
1770090417.965159,stop,cv,,,,,,
1770090418.002568,stop,cv,,,,,,
1770090418.035907,stop,cv,,,,,,
1770090418.069241,stop,cv,,,,,,
1770090418.102573,stop,cv,,,,,,
1770090418.133692,stop,cv,,,,,,
1770090418.167587,stop,cv,,,,,,
1770090418.202570,stop,cv,,,,,,
1770090418.231883,stop,cv,,,,,,
1770090418.269238,stop,cv,,,,,,
1770090418.302572,stop,cv,,,,,,
1770090418.332504,stop,cv,,,,,,
1770090418.367132,stop,cv,,,,,,
1770090418.402565,stop,cv,,,,,,
1770090418.435906,stop,cv,,,,,,
1770090418.468324,stop,cv,,,,,,
1770090418.502564,stop,cv,,,,,,
1770090418.535903,stop,cv,,,,,,
1770090418.569236,stop,cv,,,,,,
1770090418.599452,stop,cv,,,,,,
1770090418.634286,stop,cv,,,,,,
1770090418.669228,stop,cv,,,,,,
1770090418.701107,stop,cv,,,,,,
1770090418.731767,stop,cv,,,,,,
1770090418.765038,stop,cv,,,,,,
1770090418.802568,stop,cv,,,,,,
1770090418.835999,stop,cv,,,,,,
1770090418.868842,stop,cv,,,,,,
1770090418.902567,stop,cv,,,,,,
1770090418.934090,stop,cv,,,,,,
1770090418.969230,stop,cv,,,,,,
1770090419.002563,stop,cv,,,,,,
1770090419.035903,stop,cv,,,,,,
1770090419.067778,stop,cv,,,,,,
1770090419.102564,stop,cv,,,,,,
1770090419.133945,stop,cv,,,,,,
1770090419.169235,stop,cv,,,,,,
1770090419.202565,stop,cv,,,,,,
1770090419.231535,stop,cv,,,,,,
1770090419.267813,stop,cv,,,,,,
1770090419.302567,stop,cv,,,,,,
1770090419.335894,stop,cv,,,,,,
1770090419.367824,stop,cv,,,,,,
1770090419.402560,stop,cv,,,,,,
1770090419.435904,stop,cv,,,,,,
1770090419.469231,stop,cv,,,,,,
1770090419.502584,stop,cv,,,,,,
1770090419.535907,stop,cv,,,,,,
1770090419.566249,stop,cv,,,,,,
1770090419.599991,stop,cv,,,,,,
1770090419.632598,stop,cv,,,,,,
1770090419.665919,stop,cv,,,,,,
1770090419.701324,stop,cv,,,,,,
1770090419.735899,stop,cv,,,,,,
1770090419.768286,stop,cv,,,,,,
1770090419.802308,stop,cv,,,,,,
1770090419.835948,stop,cv,,,,,,
1770090419.868431,stop,cv,,,,,,
1770090419.902572,stop,cv,,,,,,
1770090419.934001,stop,cv,,,,,,
1770090419.969251,stop,cv,,,,,,
1770090420.002578,stop,cv,,,,,,
1770090420.035901,stop,cv,,,,,,
1770090420.069248,stop,cv,,,,,,
1770090420.102550,stop,cv,,,,,,
1770090420.135918,stop,cv,,,,,,
1770090420.167922,stop,cv,,,,,,
1770090420.201593,stop,cv,,,,,,
1770090420.235899,stop,cv,,,,,,
1770090420.265285,stop,cv,,,,,,
1770090420.301599,stop,cv,,,,,,
1770090420.335899,stop,cv,,,,,,
1770090420.369357,stop,cv,,,,,,
1770090420.402572,stop,cv,,,,,,
1770090420.434751,stop,cv,,,,,,
1770090420.469231,stop,cv,,,,,,
1770090420.502574,stop,cv,,,,,,
1770090420.535896,stop,cv,,,,,,
1770090420.569257,stop,cv,,,,,,
1770090420.602566,stop,cv,,,,,,
1770090420.635905,stop,cv,,,,,,
1770090420.664510,stop,cv,,,,,,
1770090420.702567,stop,cv,,,,,,
1770090420.734284,stop,cv,,,,,,
1770090420.769233,stop,cv,,,,,,
1770090420.802563,stop,cv,,,,,,
1770090420.833543,stop,cv,,,,,,
1770090420.868682,stop,cv,,,,,,
1770090420.899890,stop,cv,,,,,,
1770090420.934497,stop,cv,,,,,,
1770090420.969230,stop,cv,,,,,,
1770090421.002564,stop,cv,,,,,,
1770090421.033398,stop,cv,,,,,,
1770090421.069234,stop,cv,,,,,,
1770090421.102583,stop,cv,,,,,,
1770090421.135898,stop,cv,,,,,,
1770090421.166972,stop,cv,,,,,,
1770090421.197751,stop,cv,,,,,,
1770090421.235893,stop,cv,,,,,,
1770090421.265414,stop,cv,,,,,,
1770090421.302562,stop,cv,,,,,,
1770090421.332740,stop,cv,,,,,,
1770090421.369229,stop,cv,,,,,,
1770090421.402558,stop,cv,,,,,,
1770090421.435891,stop,cv,,,,,,
1770090421.469226,stop,cv,,,,,,
1770090421.502558,stop,cv,,,,,,
1770090421.532066,stop,cv,,,,,,
1770090421.569225,stop,cv,,,,,,
1770090421.602562,stop,cv,,,,,,
1770090421.635899,stop,cv,,,,,,
1770090421.666928,stop,cv,,,,,,
1770090421.702563,stop,cv,,,,,,
1770090421.735901,stop,cv,,,,,,
1770090421.768198,stop,cv,,,,,,
1770090421.802560,stop,cv,,,,,,
1770090421.835897,stop,cv,,,,,,
1770090421.869226,stop,cv,,,,,,
1770090421.902557,stop,cv,,,,,,
1770090421.935892,stop,cv,,,,,,
1770090421.969234,stop,cv,,,,,,
1770090422.002563,stop,cv,,,,,,
1770090422.034219,stop,cv,,,,,,
1770090422.067559,stop,cv,,,,,,
1770090422.102566,stop,cv,,,,,,
1770090422.135897,stop,cv,,,,,,
1770090422.169231,stop,cv,,,,,,
1770090422.202558,stop,cv,,,,,,
1770090422.235891,stop,cv,,,,,,
1770090422.269229,stop,cv,,,,,,
1770090422.301918,stop,cv,,,,,,
1770090422.331662,stop,cv,,,,,,
1770090422.365256,stop,cv,,,,,,
1770090422.402568,stop,cv,,,,,,
1770090422.435892,stop,cv,,,,,,
1770090422.469232,stop,cv,,,,,,
1770090422.502566,stop,cv,,,,,,
1770090422.532151,stop,cv,,,,,,
1770090422.565308,stop,cv,,,,,,
1770090422.600941,stop,cv,,,,,,
1770090422.634499,stop,cv,,,,,,
1770090422.669226,stop,cv,,,,,,
1770090422.702559,stop,cv,,,,,,
1770090422.735891,stop,cv,,,,,,
1770090422.768837,stop,cv,,,,,,
1770090422.800593,stop,cv,,,,,,
1770090422.835894,stop,cv,,,,,,
1770090422.868323,stop,cv,,,,,,
1770090422.902561,stop,cv,,,,,,
1770090422.935897,stop,cv,,,,,,
1770090422.965853,stop,cv,,,,,,
1770090422.997935,stop,cv,,,,,,
1770090423.033120,stop,cv,,,,,,
1770090423.069230,stop,cv,,,,,,
1770090423.102562,stop,cv,,,,,,
1770090423.135904,stop,cv,,,,,,
1770090423.169225,stop,cv,,,,,,
1770090423.202560,stop,cv,,,,,,
1770090423.235895,stop,cv,,,,,,
1770090423.267443,stop,cv,,,,,,
1770090423.298427,stop,cv,,,,,,
1770090423.334584,stop,cv,,,,,,
1770090423.369227,stop,cv,,,,,,
1770090423.402569,stop,cv,,,,,,
1770090423.433837,stop,cv,,,,,,
1770090423.469233,stop,cv,,,,,,
1770090423.500322,stop,cv,,,,,,
1770090423.535896,stop,cv,,,,,,
1770090423.567835,stop,cv,,,,,,
1770090423.602559,stop,cv,,,,,,
1770090423.631184,stop,cv,,,,,,
1770090423.664535,stop,cv,,,,,,
1770090423.698586,stop,cv,,,,,,
1770090423.735896,stop,cv,,,,,,
1770090423.767726,stop,cv,,,,,,
1770090423.802561,stop,cv,,,,,,
1770090423.834028,stop,cv,,,,,,
1770090423.869225,stop,cv,,,,,,
1770090423.900576,stop,cv,,,,,,
1770090423.935204,stop,cv,,,,,,
1770090423.969224,stop,cv,,,,,,
1770090424.002078,stop,cv,,,,,,
1770090424.035897,stop,cv,,,,,,
1770090424.069225,stop,cv,,,,,,
1770090424.100713,stop,cv,,,,,,
1770090424.135893,stop,cv,,,,,,
1770090424.166780,stop,cv,,,,,,
1770090424.200345,stop,cv,,,,,,
1770090424.232180,stop,cv,,,,,,
1770090424.265876,stop,cv,,,,,,
1770090424.300364,stop,cv,,,,,,
1770090424.335896,stop,cv,,,,,,
1770090424.367843,stop,cv,,,,,,
1770090424.402368,stop,cv,,,,,,
1770090424.435898,stop,cv,,,,,,
1770090424.469229,stop,cv,,,,,,
1770090424.502563,stop,cv,,,,,,
1770090424.535896,stop,cv,,,,,,
1770090424.567939,stop,cv,,,,,,
1770090424.602561,stop,cv,,,,,,
1770090424.633615,stop,cv,,,,,,
1770090424.669234,stop,cv,,,,,,
1770090424.698845,stop,cv,,,,,,
1770090424.735993,stop,cv,,,,,,
1770090424.769250,stop,cv,,,,,,
1770090424.801364,stop,cv,,,,,,
1770090424.831838,stop,cv,,,,,,
1770090424.867033,stop,cv,,,,,,
1770090424.900876,stop,cv,,,,,,
1770090424.935895,stop,cv,,,,,,
1770090424.969237,stop,cv,,,,,,
1770090425.002565,stop,cv,,,,,,
1770090425.035890,stop,cv,,,,,,
1770090425.066950,stop,cv,,,,,,
1770090425.102562,stop,cv,,,,,,
1770090425.135894,stop,cv,,,,,,
1770090425.169231,stop,cv,,,,,,
1770090425.200590,stop,cv,,,,,,
1770090425.235888,stop,cv,,,,,,
1770090425.269239,stop,cv,,,,,,
1770090425.302557,stop,cv,,,,,,
1770090425.334955,stop,cv,,,,,,
1770090425.369225,stop,cv,,,,,,
1770090425.400118,stop,cv,,,,,,
1770090425.434485,stop,cv,,,,,,
1770090425.466495,stop,cv,,,,,,
1770090425.502561,stop,cv,,,,,,
1770090425.534031,stop,cv,,,,,,
1770090425.568257,stop,cv,,,,,,
1770090425.599330,stop,cv,,,,,,
1770090425.633594,stop,cv,,,,,,
1770090425.668370,stop,cv,,,,,,
1770090425.702320,stop,cv,,,,,,
1770090425.734313,stop,cv,,,,,,
1770090425.768814,stop,cv,,,,,,
1770090425.802393,stop,cv,,,,,,
1770090425.834686,stop,cv,,,,,,
1770090425.865954,stop,cv,,,,,,
1770090425.901238,stop,cv,,,,,,
1770090425.935045,stop,cv,,,,,,
1770090425.965138,stop,cv,,,,,,
1770090426.000786,stop,cv,,,,,,
1770090426.034272,stop,cv,,,,,,
1770090426.066093,stop,cv,,,,,,
1770090426.102562,stop,cv,,,,,,
1770090426.135895,stop,cv,,,,,,
1770090426.167866,stop,cv,,,,,,
1770090426.201276,stop,cv,,,,,,
1770090426.234145,stop,cv,,,,,,
1770090426.268333,stop,cv,,,,,,
1770090426.298474,stop,cv,,,,,,
1770090426.331265,stop,cv,,,,,,
1770090426.369241,stop,cv,,,,,,
1770090426.398069,stop,cv,,,,,,
1770090426.435897,stop,cv,,,,,,
1770090426.469225,stop,cv,,,,,,
1770090426.501049,stop,cv,,,,,,
1770090426.535888,stop,cv,,,,,,
1770090426.567658,stop,cv,,,,,,
1770090426.601262,stop,cv,,,,,,
1770090426.635894,stop,cv,,,,,,
1770090426.668555,stop,cv,,,,,,
1770090426.701244,stop,cv,,,,,,
1770090426.734675,stop,cv,,,,,,
1770090426.769244,stop,cv,,,,,,
1770090426.801003,stop,cv,,,,,,
1770090426.834587,stop,cv,,,,,,
1770090426.868031,stop,cv,,,,,,
1770090426.901273,stop,cv,,,,,,
1770090426.931556,stop,cv,,,,,,
1770090426.967834,stop,cv,,,,,,
1770090427.002571,stop,cv,,,,,,
1770090427.035891,stop,cv,,,,,,
1770090427.067800,stop,cv,,,,,,
1770090427.102558,stop,cv,,,,,,
1770090427.135890,stop,cv,,,,,,
1770090427.169220,stop,cv,,,,,,
1770090427.198835,stop,cv,,,,,,
1770090427.235894,stop,cv,,,,,,
1770090427.267764,stop,cv,,,,,,
1770090427.301019,stop,cv,,,,,,
1770090427.334025,stop,cv,,,,,,
1770090427.367910,stop,cv,,,,,,
1770090427.401207,stop,cv,,,,,,
1770090427.433302,stop,cv,,,,,,
1770090427.469223,stop,cv,,,,,,
1770090427.502560,stop,cv,,,,,,
1770090427.534607,stop,cv,,,,,,
1770090427.566351,stop,cv,,,,,,
1770090427.602555,stop,cv,,,,,,
1770090427.635891,stop,cv,,,,,,
1770090427.669225,stop,cv,,,,,,
1770090427.702558,stop,cv,,,,,,
1770090427.732150,stop,cv,,,,,,
1770090427.769219,stop,cv,,,,,,
1770090427.802565,stop,cv,,,,,,
1770090427.835893,stop,cv,,,,,,
1770090427.869234,stop,cv,,,,,,
1770090427.900303,stop,cv,,,,,,
1770090427.935891,stop,cv,,,,,,
1770090427.968129,stop,cv,,,,,,
1770090428.002574,stop,cv,,,,,,
1770090428.035904,stop,cv,,,,,,
1770090428.069287,stop,cv,,,,,,
1770090428.102553,stop,cv,,,,,,
1770090428.135886,stop,cv,,,,,,
1770090428.167290,stop,cv,,,,,,
1770090428.198618,stop,cv,,,,,,
1770090428.235887,stop,cv,,,,,,
1770090428.264293,stop,cv,,,,,,
1770090428.301263,stop,cv,,,,,,
1770090428.332525,stop,cv,,,,,,
1770090428.364248,stop,cv,,,,,,
1770090428.402555,stop,cv,,,,,,
1770090428.431442,stop,cv,,,,,,
1770090428.468016,stop,cv,,,,,,
1770090428.501287,stop,cv,,,,,,
1770090428.534799,stop,cv,,,,,,
1770090428.567922,stop,cv,,,,,,
1770090428.601251,stop,cv,,,,,,
1770090428.635893,stop,cv,,,,,,
1770090428.667963,stop,cv,,,,,,
1770090428.702560,stop,cv,,,,,,
1770090428.734587,stop,cv,,,,,,
1770090428.769223,stop,cv,,,,,,
1770090428.801130,stop,cv,,,,,,
1770090428.834613,stop,cv,,,,,,
1770090428.868068,stop,cv,,,,,,
1770090428.899931,stop,cv,,,,,,
1770090428.934382,stop,cv,,,,,,
1770090428.969228,stop,cv,,,,,,
1770090429.002569,stop,cv,,,,,,
1770090429.031780,stop,cv,,,,,,
1770090429.067701,stop,cv,,,,,,
1770090429.102560,stop,cv,,,,,,
1770090429.135884,stop,cv,,,,,,
1770090429.169220,stop,cv,,,,,,
1770090429.202550,stop,cv,,,,,,
1770090429.232342,stop,cv,,,,,,
1770090429.267088,stop,cv,,,,,,
1770090429.302555,stop,cv,,,,,,
1770090429.333939,stop,cv,,,,,,
1770090429.367288,stop,cv,,,,,,
1770090429.398287,stop,cv,,,,,,
1770090429.435903,stop,cv,,,,,,
1770090429.464746,stop,cv,,,,,,
1770090429.502562,stop,cv,,,,,,
1770090429.533456,stop,cv,,,,,,
1770090429.569224,stop,cv,,,,,,
1770090429.600745,stop,cv,,,,,,
1770090429.635981,stop,cv,,,,,,
1770090429.668970,stop,cv,,,,,,
1770090429.700745,stop,cv,,,,,,
1770090429.735893,stop,cv,,,,,,
1770090429.767410,stop,cv,,,,,,
1770090429.802555,stop,cv,,,,,,
1770090429.835887,stop,cv,,,,,,
1770090429.869221,stop,cv,,,,,,
1770090429.901322,stop,cv,,,,,,
1770090429.933216,stop,cv,,,,,,
1770090429.968729,stop,cv,,,,,,
1770090430.000046,stop,cv,,,,,,
1770090430.033939,stop,cv,,,,,,
1770090430.067267,stop,cv,,,,,,
1770090430.098707,stop,cv,,,,,,
1770090430.134646,stop,cv,,,,,,
1770090430.169228,stop,cv,,,,,,
1770090430.198253,stop,cv,,,,,,
1770090430.233967,stop,cv,,,,,,
1770090430.267870,stop,cv,,,,,,
1770090430.298471,stop,cv,,,,,,
1770090430.334057,stop,cv,,,,,,
1770090430.369222,stop,cv,,,,,,
1770090430.402556,stop,cv,,,,,,
1770090430.435891,stop,cv,,,,,,
1770090430.465883,stop,cv,,,,,,
1770090430.501170,stop,cv,,,,,,
1770090430.533362,stop,cv,,,,,,
1770090430.569313,stop,cv,,,,,,
1770090430.600191,stop,cv,,,,,,
1770090430.635887,stop,cv,,,,,,
1770090430.669222,stop,cv,,,,,,
1770090430.698338,stop,cv,,,,,,
1770090430.733317,stop,cv,,,,,,
1770090430.767195,stop,cv,,,,,,
1770090430.802554,stop,cv,,,,,,
1770090430.835887,stop,cv,,,,,,
1770090430.869226,stop,cv,,,,,,
1770090430.900507,stop,cv,,,,,,
1770090430.934881,stop,cv,,,,,,
1770090430.969227,stop,cv,,,,,,
1770090431.002549,stop,cv,,,,,,
1770090431.035901,stop,cv,,,,,,
1770090431.067453,stop,cv,,,,,,
1770090431.102387,stop,cv,,,,,,
1770090431.135888,stop,cv,,,,,,
1770090431.169221,stop,cv,,,,,,
1770090431.198750,stop,cv,,,,,,
1770090431.232754,stop,cv,,,,,,
1770090431.268915,stop,cv,,,,,,
1770090431.302557,stop,cv,,,,,,
1770090431.334947,stop,cv,,,,,,
1770090431.366767,stop,cv,,,,,,
1770090431.400638,stop,cv,,,,,,
1770090431.433770,stop,cv,,,,,,
1770090431.467439,stop,cv,,,,,,
1770090431.500642,stop,cv,,,,,,
1770090431.533806,stop,cv,,,,,,
1770090431.569272,stop,cv,,,,,,
1770090431.600952,stop,cv,,,,,,
1770090431.631893,stop,cv,,,,,,
1770090431.667293,stop,cv,,,,,,
1770090431.702558,stop,cv,,,,,,
1770090431.735885,stop,cv,,,,,,
1770090431.769220,stop,cv,,,,,,
1770090431.801026,stop,cv,,,,,,
1770090431.835885,stop,cv,,,,,,
1770090431.867172,stop,cv,,,,,,
1770090431.900380,stop,cv,,,,,,
1770090431.933774,stop,cv,,,,,,
1770090431.967614,stop,cv,,,,,,
1770090432.002550,stop,cv,,,,,,
1770090432.032261,stop,cv,,,,,,
1770090432.069230,stop,cv,,,,,,
1770090432.102554,stop,cv,,,,,,
1770090432.135893,stop,cv,,,,,,
1770090432.169236,stop,cv,,,,,,
1770090432.202557,stop,cv,,,,,,
1770090432.234590,stop,cv,,,,,,
1770090432.269159,stop,cv,,,,,,
1770090432.301080,stop,cv,,,,,,
