ts,cmd,source,left_x,left_y,right_x,right_y,left_vis,right_vis
1770090557.105746,stop,cv,,,,,,
1770090557.139209,stop,cv,,,,,,
1770090557.174534,stop,cv,,,,,,
1770090557.209192,stop,cv,,,,,,
1770090557.243063,stop,cv,,,,,,
1770090557.272416,stop,cv,,,,,,
1770090557.306139,stop,cv,,,,,,
1770090557.339792,stop,cv,,,,,,
1770090557.372460,stop,cv,,,,,,
1770090557.405781,stop,cv,,,,,,
1770090557.439143,stop,cv,,,,,,
1770090557.476394,stop,cv,,,,,,
1770090557.504915,stop,cv,,,,,,
1770090557.541843,stop,cv,,,,,,
1770090557.572448,stop,cv,,,,,,
1770090557.609718,stop,cv,,,,,,
1770090557.639105,stop,cv,,,,,,
1770090557.676392,stop,cv,,,,,,
1770090557.705790,stop,cv,,,,,,
1770090557.742427,stop,cv,,,,,,
1770090557.773347,stop,cv,,,,,,
1770090557.809292,stop,cv,,,,,,
1770090557.843059,stop,cv,,,,,,
1770090557.876395,stop,cv,,,,,,
1770090557.909308,stop,cv,,,,,,
1770090557.942662,stop,cv,,,,,,
1770090557.973668,stop,cv,,,,,,
1770090558.009353,stop,cv,,,,,,
1770090558.041341,stop,cv,,,,,,
1770090558.076392,stop,cv,,,,,,
1770090558.109733,stop,cv,,,,,,
1770090558.142537,stop,cv,,,,,,
1770090558.175991,stop,cv,,,,,,
1770090558.209722,stop,cv,,,,,,
1770090558.243056,stop,cv,,,,,,
1770090558.276394,stop,cv,,,,,,
1770090558.309727,stop,cv,,,,,,
1770090558.343056,stop,cv,,,,,,
1770090558.376389,stop,cv,,,,,,
1770090558.409017,stop,cv,,,,,,
1770090558.442706,stop,cv,,,,,,
1770090558.476394,stop,cv,,,,,,
1770090558.509028,stop,cv,,,,,,
1770090558.542660,stop,cv,,,,,,
1770090558.576393,stop,cv,,,,,,
1770090558.609740,stop,cv,,,,,,
1770090558.643061,stop,cv,,,,,,
1770090558.671957,stop,cv,,,,,,
1770090558.708856,stop,cv,,,,,,
1770090558.738792,stop,cv,,,,,,
1770090558.776395,stop,cv,,,,,,
1770090558.807272,stop,cv,,,,,,
1770090558.843057,stop,cv,,,,,,
1770090558.874903,stop,cv,,,,,,
1770090558.909736,stop,cv,,,,,,
1770090558.938349,stop,cv,,,,,,
1770090558.973414,stop,cv,,,,,,
1770090559.009719,stop,cv,,,,,,
1770090559.039554,stop,cv,,,,,,
1770090559.072370,stop,cv,,,,,,
1770090559.109689,stop,cv,,,,,,
1770090559.141606,stop,cv,,,,,,
1770090559.176390,stop,cv,,,,,,
1770090559.208084,stop,cv,,,,,,
1770090559.243058,stop,cv,,,,,,
1770090559.276185,stop,cv,,,,,,
1770090559.309723,stop,cv,,,,,,
1770090559.343098,stop,cv,,,,,,
1770090559.376392,stop,cv,,,,,,
1770090559.409760,stop,cv,,,,,,
1770090559.443054,stop,cv,,,,,,
1770090559.476155,stop,cv,,,,,,
1770090559.509719,stop,cv,,,,,,
1770090559.543053,stop,cv,,,,,,
1770090559.576387,stop,cv,,,,,,
1770090559.609716,stop,cv,,,,,,
1770090559.643052,stop,cv,,,,,,
1770090559.672445,stop,cv,,,,,,
1770090559.709633,stop,cv,,,,,,
1770090559.740710,stop,cv,,,,,,
1770090559.771736,stop,cv,,,,,,
1770090559.807809,stop,cv,,,,,,
1770090559.840860,stop,cv,,,,,,
1770090559.874575,stop,cv,,,,,,
1770090559.908389,stop,cv,,,,,,
1770090559.943039,stop,cv,,,,,,
1770090559.976391,stop,cv,,,,,,
1770090560.008234,stop,cv,,,,,,
1770090560.038372,stop,cv,,,,,,
1770090560.075238,stop,cv,,,,,,
1770090560.109719,stop,cv,,,,,,
1770090560.141730,stop,cv,,,,,,
1770090560.176399,stop,cv,,,,,,
1770090560.207357,stop,cv,,,,,,
1770090560.239648,stop,cv,,,,,,
1770090560.276398,stop,cv,,,,,,
1770090560.309719,stop,cv,,,,,,
1770090560.343053,stop,cv,,,,,,
1770090560.376390,stop,cv,,,,,,
1770090560.409666,stop,cv,,,,,,
1770090560.443053,stop,cv,,,,,,
1770090560.476389,stop,cv,,,,,,
1770090560.509723,stop,cv,,,,,,
1770090560.540563,stop,cv,,,,,,
1770090560.575355,stop,cv,,,,,,
1770090560.608785,stop,cv,,,,,,
1770090560.642281,stop,cv,,,,,,
1770090560.676386,stop,cv,,,,,,
1770090560.709721,stop,cv,,,,,,
1770090560.742072,stop,cv,,,,,,
1770090560.775437,stop,cv,,,,,,
1770090560.809717,stop,cv,,,,,,
1770090560.840798,stop,cv,,,,,,
1770090560.876388,stop,cv,,,,,,
1770090560.908182,stop,cv,,,,,,
1770090560.942157,stop,cv,,,,,,
1770090560.975526,stop,cv,,,,,,
1770090561.009727,stop,cv,,,,,,
1770090561.042420,stop,cv,,,,,,
1770090561.076389,stop,cv,,,,,,
1770090561.108885,stop,cv,,,,,,
1770090561.142400,stop,cv,,,,,,
1770090561.176412,stop,cv,,,,,,
1770090561.207934,stop,cv,,,,,,
1770090561.239880,stop,cv,,,,,,
1770090561.276394,stop,cv,,,,,,
1770090561.309431,stop,cv,,,,,,
1770090561.341127,stop,cv,,,,,,
1770090561.373467,stop,cv,,,,,,
1770090561.409382,stop,cv,,,,,,
1770090561.443059,stop,cv,,,,,,
1770090561.476385,stop,cv,,,,,,
1770090561.509717,stop,cv,,,,,,
1770090561.538212,stop,cv,,,,,,
1770090561.572053,stop,cv,,,,,,
1770090561.608243,stop,cv,,,,,,
1770090561.643052,stop,cv,,,,,,
1770090561.676384,stop,cv,,,,,,
1770090561.709028,stop,cv,,,,,,
1770090561.743056,stop,cv,,,,,,
1770090561.775417,stop,cv,,,,,,
1770090561.808081,stop,cv,,,,,,
1770090561.839983,stop,cv,,,,,,
1770090561.876391,stop,cv,,,,,,
1770090561.906315,stop,cv,,,,,,
1770090561.938279,stop,cv,,,,,,
1770090561.976388,stop,cv,,,,,,
1770090562.009717,stop,cv,,,,,,
1770090562.039216,stop,cv,,,,,,
1770090562.075669,stop,cv,,,,,,
1770090562.109716,stop,cv,,,,,,
1770090562.141543,stop,cv,,,,,,
1770090562.176383,stop,cv,,,,,,
1770090562.205222,stop,cv,,,,,,
1770090562.238742,stop,cv,,,,,,
1770090562.272234,stop,cv,,,,,,
1770090562.309716,stop,cv,,,,,,
1770090562.343047,stop,cv,,,,,,
1770090562.375847,stop,cv,,,,,,
1770090562.409722,stop,cv,,,,,,
1770090562.442906,stop,cv,,,,,,
1770090562.475695,stop,cv,,,,,,
1770090562.504732,stop,cv,,,,,,
1770090562.543062,stop,cv,,,,,,
1770090562.575313,stop,cv,,,,,,
1770090562.609275,stop,cv,,,,,,
1770090562.643055,stop,cv,,,,,,
1770090562.676388,stop,cv,,,,,,
1770090562.709718,stop,cv,,,,,,
1770090562.741754,stop,cv,,,,,,
1770090562.776384,stop,cv,,,,,,
1770090562.808643,stop,cv,,,,,,
1770090562.838519,stop,cv,,,,,,
1770090562.871466,stop,cv,,,,,,
1770090562.906139,stop,cv,,,,,,
1770090562.941418,stop,cv,,,,,,
1770090562.976385,stop,cv,,,,,,
1770090563.005389,stop,cv,,,,,,
1770090563.043051,stop,cv,,,,,,
1770090563.071556,stop,cv,,,,,,
1770090563.109717,stop,cv,,,,,,
1770090563.140948,stop,cv,,,,,,
1770090563.176389,stop,cv,,,,,,
1770090563.206116,stop,cv,,,,,,
1770090563.240977,stop,cv,,,,,,
1770090563.276388,stop,cv,,,,,,
1770090563.309723,stop,cv,,,,,,
1770090563.340941,stop,cv,,,,,,
1770090563.376386,stop,cv,,,,,,
1770090563.409719,stop,cv,,,,,,
1770090563.439815,stop,cv,,,,,,
1770090563.476084,stop,cv,,,,,,
1770090563.509717,stop,cv,,,,,,
1770090563.543052,stop,cv,,,,,,
1770090563.576389,stop,cv,,,,,,
1770090563.608212,stop,cv,,,,,,
1770090563.638384,stop,cv,,,,,,
1770090563.676404,stop,cv,,,,,,
1770090563.707829,stop,cv,,,,,,
1770090563.743051,stop,cv,,,,,,
1770090563.776386,stop,cv,,,,,,
1770090563.804975,stop,cv,,,,,,
1770090563.843053,stop,cv,,,,,,
1770090563.876381,stop,cv,,,,,,
1770090563.909715,stop,cv,,,,,,
1770090563.943054,stop,cv,,,,,,
1770090563.976388,stop,cv,,,,,,
1770090564.004734,stop,cv,,,,,,
1770090564.040465,stop,cv,,,,,,
1770090564.076384,stop,cv,,,,,,
1770090564.107455,stop,cv,,,,,,
1770090564.139873,stop,cv,,,,,,
1770090564.176381,stop,cv,,,,,,
1770090564.208752,stop,cv,,,,,,
1770090564.242746,stop,cv,,,,,,
1770090564.273604,stop,cv,,,,,,
1770090564.308377,stop,cv,,,,,,
1770090564.343053,stop,cv,,,,,,
1770090564.376383,stop,cv,,,,,,
1770090564.409713,stop,cv,,,,,,
1770090564.443047,stop,cv,,,,,,
1770090564.473174,stop,cv,,,,,,
1770090564.506985,stop,cv,,,,,,
1770090564.543049,stop,cv,,,,,,
1770090564.576382,stop,cv,,,,,,
1770090564.606835,stop,cv,,,,,,
1770090564.643052,stop,cv,,,,,,
1770090564.671811,stop,cv,,,,,,
1770090564.709719,stop,cv,,,,,,
1770090564.742922,stop,cv,,,,,,
1770090564.773104,stop,cv,,,,,,
1770090564.807682,stop,cv,,,,,,
1770090564.839539,stop,cv,,,,,,
1770090564.876382,stop,cv,,,,,,
1770090564.909714,stop,cv,,,,,,
1770090564.941106,stop,cv,,,,,,
1770090564.976405,stop,cv,,,,,,
1770090565.009720,stop,cv,,,,,,
1770090565.039360,stop,cv,,,,,,
1770090565.076391,stop,cv,,,,,,
1770090565.109729,stop,cv,,,,,,
1770090565.143073,stop,cv,,,,,,
1770090565.176380,stop,cv,,,,,,
1770090565.209715,stop,cv,,,,,,
1770090565.242869,stop,cv,,,,,,
1770090565.276362,stop,cv,,,,,,
1770090565.307684,stop,cv,,,,,,
1770090565.343050,stop,cv,,,,,,
1770090565.376382,stop,cv,,,,,,
1770090565.406980,stop,cv,,,,,,
1770090565.438235,stop,cv,,,,,,
1770090565.476384,stop,cv,,,,,,
1770090565.509734,stop,cv,,,,,,
1770090565.543049,stop,cv,,,,,,
1770090565.576389,stop,cv,,,,,,
1770090565.608175,stop,cv,,,,,,
1770090565.639375,stop,cv,,,,,,
1770090565.676387,stop,cv,,,,,,
1770090565.706527,stop,cv,,,,,,
1770090565.743046,stop,cv,,,,,,
1770090565.775030,stop,cv,,,,,,
1770090565.809721,stop,cv,,,,,,
1770090565.840727,stop,cv,,,,,,
1770090565.872407,stop,cv,,,,,,
1770090565.906143,stop,cv,,,,,,
1770090565.939413,stop,cv,,,,,,
1770090565.976380,stop,cv,,,,,,
1770090566.005298,stop,cv,,,,,,
1770090566.041132,stop,cv,,,,,,
1770090566.073286,stop,cv,,,,,,
1770090566.106343,stop,cv,,,,,,
1770090566.139598,stop,cv,,,,,,
1770090566.176381,stop,cv,,,,,,
1770090566.209715,stop,cv,,,,,,
1770090566.239728,stop,cv,,,,,,
1770090566.274311,stop,cv,,,,,,
1770090566.305501,stop,cv,,,,,,
1770090566.343052,stop,cv,,,,,,
1770090566.372881,stop,cv,,,,,,
1770090566.406191,stop,cv,,,,,,
1770090566.443047,stop,cv,,,,,,
1770090566.474128,stop,cv,,,,,,
1770090566.509719,stop,cv,,,,,,
1770090566.543049,stop,cv,,,,,,
1770090566.575430,stop,cv,,,,,,
1770090566.606333,stop,cv,,,,,,
1770090566.642713,stop,cv,,,,,,
1770090566.676384,stop,cv,,,,,,
1770090566.707909,stop,cv,,,,,,
1770090566.739057,stop,cv,,,,,,
1770090566.776377,stop,cv,,,,,,
1770090566.806168,stop,cv,,,,,,
1770090566.843052,stop,cv,,,,,,
1770090566.874563,stop,cv,,,,,,
1770090566.908460,stop,cv,,,,,,
1770090566.943044,stop,cv,,,,,,
1770090566.976381,stop,cv,,,,,,
1770090567.009717,stop,cv,,,,,,
1770090567.043052,stop,cv,,,,,,
1770090567.076420,stop,cv,,,,,,
1770090567.105006,stop,cv,,,,,,
1770090567.143050,stop,cv,,,,,,
1770090567.176378,stop,cv,,,,,,
1770090567.204979,stop,cv,,,,,,
1770090567.243054,stop,cv,,,,,,
1770090567.272154,stop,cv,,,,,,
1770090567.309719,stop,cv,,,,,,
1770090567.343045,stop,cv,,,,,,
1770090567.375447,stop,cv,,,,,,
1770090567.408708,stop,cv,,,,,,
1770090567.443007,stop,cv,,,,,,
1770090567.473909,stop,cv,,,,,,
1770090567.504897,stop,cv,,,,,,
1770090567.543045,stop,cv,,,,,,
1770090567.576379,stop,cv,,,,,,
1770090567.606095,stop,cv,,,,,,
1770090567.643050,stop,cv,,,,,,
1770090567.671434,stop,cv,,,,,,
1770090567.705969,stop,cv,,,,,,
1770090567.739279,stop,cv,,,,,,
1770090567.772623,stop,cv,,,,,,
1770090567.809713,stop,cv,,,,,,
1770090567.839262,stop,cv,,,,,,
1770090567.872677,stop,cv,,,,,,
1770090567.907673,stop,cv,,,,,,
1770090567.939241,stop,cv,,,,,,
1770090567.976400,stop,cv,,,,,,
1770090568.005815,stop,cv,,,,,,
1770090568.038613,stop,cv,,,,,,
1770090568.076382,stop,cv,,,,,,
1770090568.105033,stop,cv,,,,,,
1770090568.143041,stop,cv,,,,,,
1770090568.173696,stop,cv,,,,,,
1770090568.209716,stop,cv,,,,,,
1770090568.239122,stop,cv,,,,,,
1770090568.272466,stop,cv,,,,,,
1770090568.309554,stop,cv,,,,,,
1770090568.343029,stop,cv,,,,,,
1770090568.374092,stop,cv,,,,,,
1770090568.405800,stop,cv,,,,,,
1770090568.441013,stop,cv,,,,,,
1770090568.476381,stop,cv,,,,,,
1770090568.509238,stop,cv,,,,,,
1770090568.543047,stop,cv,,,,,,
1770090568.576381,stop,cv,,,,,,
1770090568.609733,stop,cv,,,,,,
1770090568.638174,stop,cv,,,,,,
1770090568.671501,stop,cv,,,,,,
1770090568.709712,stop,cv,,,,,,
1770090568.739095,stop,cv,,,,,,
1770090568.774626,stop,cv,,,,,,
1770090568.809731,stop,cv,,,,,,
1770090568.840081,stop,cv,,,,,,
1770090568.876496,stop,cv,,,,,,
1770090568.909735,stop,cv,,,,,,
1770090568.943050,stop,cv,,,,,,
1770090568.972466,stop,cv,,,,,,
1770090569.009733,stop,cv,,,,,,
1770090569.041835,stop,cv,,,,,,
